description,code
at ${(2.0 * ($Ego_InitSpeed_Ve0_kph / 3.6)) + 5.0}m longitudinally and 0 lanes laterally from Ego's lane,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""0"" ds=""${(2.0 * ($Ego_InitSpeed_Ve0_kph / 3.6)) + 5.0}"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $SideVehicle_InitLongitudinalOffset_mm longitudinally and $SideVehicle_InitPosition_RelativeLaneId lanes laterally from Ego's lane (lateral offset ${$SideVehicle_InitPosition_RelativeLaneId * -$SideVehicle_InitLateralOffset_m}m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""$SideVehicle_InitPosition_RelativeLaneId"" ds=""$SideVehicle_InitLongitudinalOffset_m"" offset=""${$SideVehicle_InitPosition_RelativeLaneId * -$SideVehicle_InitLateralOffset_m}"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 5.0m on lane $Ego_InitPosition_LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""0.0"" s=""5.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetBlocking_InitPosition_LongitudinalOffset_mm on lane $Ego_InitPosition_LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""0.0"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetBlocking_InitPosition_LongitudinalOffset_mm on lane $Ego_InitPosition_LaneId of road 0 (lateral offset $TargetBlocking_InitPosition_LateralOffset_mm),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""$TargetBlocking_InitPosition_LateralOffset_m"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetBlocking_InitPosition_LongitudinalOffset_mm on lane $Ego_InitPosition_LaneId of road 0 (lateral offset $TargetBlocking_InitPosition_LateralOffset_mm),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""$TargetBlocking_InitPosition_LateralOffset_m"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"">
        <Orientation h=""$TargetBlocking_InitPosition_Heading_rad"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at ${$TargetBlocking_InitPosition_LongitudinalOffset_m + 15.0}m on lane $Ego_InitPosition_LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""0.0"" s=""${$TargetBlocking_InitPosition_LongitudinalOffset_m + 15.0}"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at ${($LeadVehicle_Init_HeadwayTime_s * ($Ego_InitSpeed_Ve0_kph / 3.6)) + 5.0}m longitudinally and 0 lanes laterally from Ego's lane (lateral offset $LeadVehicle_Init_LateralOffset_mm),"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""0"" ds=""${($LeadVehicle_Init_HeadwayTime_s * ($Ego_InitSpeed_Ve0_kph / 3.6)) + 5.0}"" offset=""$LeadVehicle_Init_LateralOffset_m"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at ${$CutInVehicle_HeadwayDistanceTrigger_dx0_m + (-10.0 * ($CutInVehicle_RelativeInitSpeed_Ve0_Vo0_kph / 3.6))}m longitudinally and $CutInVehicle_InitPosition_RelativeLaneId lanes laterally from Ego's lane,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""$CutInVehicle_InitPosition_RelativeLaneId"" ds=""${$CutInVehicle_HeadwayDistanceTrigger_dx0_m + (-10.0 * ($CutInVehicle_RelativeInitSpeed_Ve0_Vo0_kph / 3.6))}"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetBlocking_InitPosition_LongitudinalOffset_mm on lane $Ego_InitPosition_LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$Ego_InitPosition_LaneId"" offset=""0.0"" s=""$TargetBlocking_InitPosition_LongitudinalOffset_m"">
        <Orientation h=""0.0"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at ${2.0 * ($Ego_InitSpeed_Ve0_kph / 3.6)}m longitudinally and 0 lanes laterally from Ego's lane,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""0"" ds=""${2.0 * ($Ego_InitSpeed_Ve0_kph / 3.6)}"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $SideVehicle_InitLongitudinalOffset_mm longitudinally and 0 lanes laterally from Ego's lane (lateral offset $SideVehicle_InitLateralOffset_mm),"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""0"" ds=""$SideVehicle_InitLongitudinalOffset_m"" offset=""$SideVehicle_InitLateralOffset_m"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
