description,code
If Ego is less than $RedLightDistancem from the absolute position of 109.0m in the first lane on the right.,"<Condition name=""PositionCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <DistanceCondition value=""$RedLightDistance"" freespace=""false"" rule=""lessThan"" relativeDistanceType=""longitudinal"" coordinateSystem=""road"">
        <Position>
          <LanePosition roadId=""3"" laneId=""-1"" s=""109.0"" offset=""0.0"" />
        </Position>
      </DistanceCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the traffic light is in $TrafficLightYellow state,"<Condition name=""TrafficLightYellow"" delay=""3.0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightYellow"" />
  </ByValueCondition>
</Condition>"
When the traffic light is $TrafficLightRed,"<Condition name=""TrafficLightRed"" delay=""10.0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightRed"" />
  </ByValueCondition>
</Condition>"
When the lighting logic of signal '1' mounted on road infrastructure switches to the '$TrafficLightRed' phase,"<Condition name=""TrafficLightRed"" delay=""3.0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightRed"" />
  </ByValueCondition>
</Condition>"
When the traffic light at intersection 1 is $TrafficLightRed,"<Condition name=""TrafficLightRed2"" delay=""9.0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightRed"" />
  </ByValueCondition>
</Condition>"
When the traffic light at intersection 1 is $TrafficLightYellow,"<Condition name=""TrafficLightYellow"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightYellow"" />
  </ByValueCondition>
</Condition>"
When the traffic light is $TrafficLightGreen,"<Condition name=""TrafficLightGreen"" delay=""0.5"" conditionEdge=""rising"">
  <ByValueCondition>
    <TrafficSignalCondition name=""1"" state=""$TrafficLightGreen"" />
  </ByValueCondition>
</Condition>"
When the traffic light is $PedestrianLightGreen,"<Condition name=""PedestrianLightGreen"" delay=""0.5"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""3"" state=""$PedestrianLightGreen"" />
  </ByValueCondition>
</Condition>"
When the $PedestrianLightGreen signal is,"<Condition name=""PedestrianLightGreen"" delay=""1.0"" conditionEdge=""none"">
  <ByValueCondition>
    <TrafficSignalCondition name=""2"" state=""$PedestrianLightGreen"" />
  </ByValueCondition>
</Condition>"
When more than 30 seconds have passed since starting,"<Condition name=""StopCondition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""30"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 15 seconds have passed since starting,"<Condition name=""time_trigger"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""15"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
1.0 seconds after starting simulation,"<Condition name=""ReverseTrigger"" delay=""0.0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""1.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
ReverseEvent When the action enters the end phase,"<Condition name=""ConnectTrigger"" delay=""2.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""ReverseEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the ConnectEvent action enters the end phase,"<Condition name=""ForwardEvent"" delay=""2.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""ConnectEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'ForwardEvent' is the starting stage,"<Condition name=""DisconnectEvent"" delay=""4.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""ForwardEvent"" state=""startTransition"" />
  </ByValueCondition>
</Condition>"
2 seconds after starting simulation,"<Condition name=""StartTrigger"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""2"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
ForwardEvent When the action enters the end phase,"<Condition name=""DisconnectEvent"" delay=""2.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""ForwardEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the time between cars and Ego is 0.5 seconds,"<Condition conditionEdge=""rising"" delay=""0.2"" name=""FollowTrajectoryPLineTrigger"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Target"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition alongRoute=""false"" entityRef=""Ego"" freespace=""false"" rule=""lessThan"" value=""0.5"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
FollowTrajectoryPLineEvent When the action enters the end phase,"<Condition name=""FollowTrajectoryClothoidTrigger"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""FollowTrajectoryPLineEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'FollowTrajectoryClothoidEvent' enters the end phase.,"<Condition name=""FollowTrajectory2Trigger"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""FollowTrajectoryClothoidEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'FollowTrajectoryNurbsEvent' enters the end stage,"<Condition name=""AlignHeadingTrigger"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""FollowTrajectoryNurbsEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
FollowTrajectoryNurbsEvent When the operation enters the end phase,"<Condition name=""FollowTrajectory2Trigger"" delay=""5"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""FollowTrajectoryNurbsEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 38 seconds or more,"<Condition conditionEdge=""rising"" delay=""0"" name=""starttrigger"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""38"" />
  </ByValueCondition>
</Condition>"
If it stays at the end of the road for 3.0 seconds,"<Condition name=""EndCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Car1"" />
    </TriggeringEntities>
    <EntityCondition>
      <EndOfRoadCondition duration=""3.0"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When a clearance of 40m in the front and 20m in the rear is secured around the target.,"<Condition name=""RelativeClearanceCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""all"">
      <EntityRef entityRef=""Target"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeClearanceCondition distanceForward=""40"" distanceBackward=""20"" freeSpace=""false"" oppositeLanes=""false"">
        <RelativeLaneRange from=""1"" to=""1"" />
      </RelativeClearanceCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When it gets closer to the target within 20.0m,"<Condition name=""DistanceCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""all"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""Target"" freespace=""false"" rule=""greaterThan"" relativeDistanceType=""longitudinal"" value=""20.0"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'CutInEvent' is running,"<Condition name=""stop_simulation"" delay=""7.0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""CutInEvent"" state=""runningState"" />
  </ByValueCondition>
</Condition>"
Synchronize_Act When the action is in the startup phase,"<Condition name=""Synchronize_NPC_Action_Condition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""Synchronize_Act"" state=""startTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'Synchronize_NPC_Event' is completed,"<Condition name=""Keep_Relative_Speed_Condition_NPC"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Synchronize_NPC_Event"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When Ego enters the range of point $MS2EgoSm by $EgoTargetLaneId,"<Condition name=""Free_Speed_Condition_NPC"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""5.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""$EgoTargetLaneId"" s=""$MS2EgoS"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the GVT_Synchronize event completes,"<Condition name=""AfterSynchronization"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""maneuver"" storyboardElementRef=""GVT_Synchronize"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
From the point when the current value of the specific driving variable 'collisionDetected' declared within the logical area satisfies the formula 'true' ==,"<Condition name=""StopAfterCollision"" delay=""1"" conditionEdge=""none"">
  <ByValueCondition>
    <VariableCondition variableRef=""collisionDetected"" rule=""equalTo"" value=""true"" />
  </ByValueCondition>
</Condition>"
When the shared internal variable egoSpeedReached > changes to 0 state,"<Condition name=""EgoSpeedReached"" delay=""1"" conditionEdge=""none"">
  <ByValueCondition>
    <VariableCondition variableRef=""egoSpeedReached"" rule=""greaterThan"" value=""0"" />
  </ByValueCondition>
</Condition>"
If it stops for 0.1 second,"<Condition name=""StopAtStandstill"" delay=""1"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <StandStillCondition duration=""0.1"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego travels ${$_GVT_syncS-$Ego_initS}m,"<Condition name=""StopAfterTraveledDistance"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_GVT_syncS-$Ego_initS}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it drives the total $_GVT_initDistm,"<Condition name=""StopAfterTraveledDistance"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""$_GVT_initDist"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
0.5 seconds after starting simulation,"<Condition name=""SimulationStart"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0.5"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the shared internal variable collisionDetected == true changes to the state,"<Condition name=""StopAfterCollision"" delay=""3"" conditionEdge=""none"">
  <ByValueCondition>
    <VariableCondition variableRef=""collisionDetected"" rule=""equalTo"" value=""true"" />
  </ByValueCondition>
</Condition>"
"If it drives a total of ${$_Trajectory_straightLength+$_Trajectory_clothoidLength+$_Trajectory_arcLength+$Ego_length}m,","<Condition name=""StopPastTarget"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_Trajectory_straightLength+$_Trajectory_clothoidLength+$_Trajectory_arcLength+$Ego_length}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If the target travels ${1.5*($_Target_syncS-$_Target_initS)}m,"<Condition name=""StopTargetCrossed"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Target"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${1.5*($_Target_syncS-$_Target_initS)}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When GVT_Teleport operation is completed,"<Condition name=""delay"" delay=""$GVT_braking_delay"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""maneuver"" storyboardElementRef=""GVT_Teleport"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When system argument isCCRbraking == true,"<Condition name=""isCCRb"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""isCCRbraking"" rule=""equalTo"" value=""true"" />
  </ByValueCondition>
</Condition>"
When Ego speed is ${$_GVT_init_speed*0.8}m/s,"<Condition name=""StopWhenBelowGVTSpeed"" delay=""1"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <SpeedCondition value=""${$_GVT_init_speed*0.8}"" rule=""lessThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"If the VRU travels ${$Road_armLength+25-$_VRU_initS}m,","<Condition name=""StopAfterVRUCrossed"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""VRU"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$Road_armLength+25-$_VRU_initS}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When Ego approaches the VRU at a longitudinal distance of $_triggerDistm or less.,"<Condition name=""AtEgoApproaching"" delay=""0.0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition freespace=""true"" relativeDistanceType=""longitudinal"" value=""$_triggerDist"" rule=""lessOrEqual"" entityRef=""VRU"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If the VRU is faster than Ego by more than 2 m/s,"<Condition name=""StopAtSameSpeed"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""VRU"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeSpeedCondition value=""2"" rule=""greaterThan"" entityRef=""Ego"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
Activates the moment Ego completes driving a total distance of ${$_Ego_speed*$Ego_initTTC+$_triggerDist}m from the starting point.,"<Condition name=""EnsureTraveledDistance"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_Ego_speed*$Ego_initTTC+$_triggerDist}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego is stopped for 0.1 seconds,"<Condition name=""StopAtStandstill2"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <StandStillCondition duration=""0.1"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego travels ${$_VRU_initS-$Ego_initS+5}m,"<Condition name=""StopAfterCrossingVRUTrajectory"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_VRU_initS-$Ego_initS+5}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego travels ${$_Ego_syncS+3*$Ego_length}m,"<Condition name=""StopPastVRU"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_Ego_syncS+3*$Ego_length}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it moves ${2*$VRU_collisionDist}m,"<Condition name=""StopVRUCrossed"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""VRU"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${2*$VRU_collisionDist}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego travels ${$Ego_initDist*1.5}m,"<Condition name=""StopPastVRU"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$Ego_initDist*1.5}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"If it drives a total of ${$_Trajectory_straightLength+2*$_Trajectory_clothoidLength+$_Trajectory_arcLength+3*$Ego_length}m,","<Condition name=""StopPastVRU"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_Trajectory_straightLength+2*$_Trajectory_clothoidLength+$_Trajectory_arcLength+3*$Ego_length}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
Once narrowed down to Target and $_triggerDistm,"<Condition name=""AtEgoApproaching"" delay=""0.0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition freespace=""true"" relativeDistanceType=""longitudinal"" value=""$_triggerDist"" rule=""lessOrEqual"" entityRef=""Target"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"If the parameter LightingConditions is Night, then","<Condition name=""NightCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""LightingConditions"" rule=""equalTo"" value=""Night"" />
  </ByValueCondition>
</Condition>"
When the relative speed difference is 2m/s,"<Condition name=""StopAtSameSpeed"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Target"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeSpeedCondition value=""2"" rule=""greaterThan"" entityRef=""Ego"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If the parameter is 60,"<Condition name=""Ego_speed_exceeds"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""Ego_speed_kph"" rule=""greaterThan"" value=""60"" />
  </ByValueCondition>
</Condition>"
If the parameter is 60,"<Condition name=""Target_speed_exceeds"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""Target_final_speed_kph"" rule=""greaterThan"" value=""60"" />
  </ByValueCondition>
</Condition>"
If it moves ${$_Ego_syncS+$Ego_length}m,"<Condition name=""StopPastTarget"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$_Ego_syncS+$Ego_length}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it goes to $_Target_initDistm,"<Condition name=""StopAfterTraveledDistance"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""$_Target_initDist"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it drives a total of $_Ego_TurnSignalActivationSm,"<Condition name=""IntersectionReachedS"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""$_Ego_TurnSignalActivationS"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When Ego heading angle is 1.571rad,"<Condition name=""EgoHeadingReached"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <AngleCondition angleTolerance=""0.01"" angleType=""heading"" angle=""1.571"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'TurnSignalOn_Act' has completed,"<Condition name=""TurnSignalOn_Act_Completed"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""TurnSignalOn_Act"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When the step of the 'Target_Teleport' event is completed,"<Condition name=""delay"" delay=""$Target_braking_delay"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""maneuver"" storyboardElementRef=""Target_Teleport"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
If the parameter isTargetbraking is true,"<Condition name=""isCCRb"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""isTargetbraking"" rule=""equalTo"" value=""true"" />
  </ByValueCondition>
</Condition>"
If Ego is faster than Target by -1m/s or less,"<Condition name=""StopWhenBelowTargetSpeed"" delay=""1"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeSpeedCondition value=""-1"" rule=""lessThan"" entityRef=""Target"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When narrowed down to Target and ${$Ego_initTimeHeadway*$_Ego_speed}m or more,"<Condition name=""StopPastTarget"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition freespace=""true"" relativeDistanceType=""longitudinal"" value=""${$Ego_initTimeHeadway*$_Ego_speed}"" rule=""greaterThan"" entityRef=""Target"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"If it drives a total of ${$VRU_initS-$_Ego_initS+5}m,","<Condition name=""StopAfterCrossingVRUTrajectory"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""${$VRU_initS-$_Ego_initS+5}"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it collides with $collidingEntity,"<Condition name=""DetectCollision"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <CollisionCondition>
        <EntityRef entityRef=""$collidingEntity"" />
      </CollisionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When ego speed is more than ${$egoSpeed*0.98}m/s,"<Condition name=""EgoSpeedReached"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <SpeedCondition value=""${$egoSpeed*0.98}"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"__pedestrianWhen Pedestrian approaches ego_vehicle within a straight line distance of less than 16m,","<Condition name=""__RelativeDistanceCondtion"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""__pedestrianPedestrian"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition value=""16"" freespace=""false"" entityRef=""ego_vehicle"" rule=""lessThan"" relativeDistanceType=""cartesianDistance"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When a step in the '__bbq_distanceEvent' action is completed,"<Condition name=""__speedchangeStoryboardElementStateCondition"" delay=""1"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""__bbq_distanceEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
__When it gets closer to the EgoEgoVehicle within 15m,"<Condition name=""__RelativeDistanceCondtion"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""___cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition value=""15"" freespace=""false"" entityRef=""__EgoEgoVehicle"" rule=""lessThan"" relativeDistanceType=""cartesianDistance"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
__CutInEvent When the event has completed,"<Condition name=""__cut_in_eventStoryboardElementStateCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""__CutInEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
If it drives a total of 70m,"<Condition name=""__70TraveledDistanceCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""___cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""70"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action '__CutInLeftEvent' has completed,"<Condition name=""__weatherchangeStoryboardElementStateCondition"" delay=""5"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""__CutInLeftEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
__When it gets closer to the EgoEgoVehicle within 17m,"<Condition name=""__StartRelativeDistanceCondtion"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""___cutInCar"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition value=""17"" freespace=""false"" entityRef=""__EgoEgoVehicle"" rule=""lessThan"" relativeDistanceType=""cartesianDistance"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
