description,code
"drives smoothly (FollowTrajectory) along a smooth NURBS trajectory of order 3 passing from the point of the relative road (ds=0) through the control points of the relative lane (dLane=0, dsLane=0), the relative lane (dLane=-1, dsLane=0), and the relative lane (dLane=-1, dsLane=0).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <Trajectory closed=""false"" name=""TrajectoryNurbs"">
        <ParameterDeclarations />
        <Shape>
          <Nurbs order=""3"">
            <ControlPoint time=""0"" weight=""1"">
              <Position>
                <RelativeRoadPosition dt=""0"" ds=""0"" entityRef=""Target"" />
              </Position>
            </ControlPoint>
            <ControlPoint time=""3"" weight=""1.2"">
              <Position>
                <RelativeLanePosition dLane=""0"" ds=""50"" entityRef=""Target"" offset=""20.0"" />
              </Position>
            </ControlPoint>
            <ControlPoint time=""6.7"" weight=""0.7"">
              <Position>
                <RelativeLanePosition dLane=""-1"" ds=""100"" entityRef=""Target"" offset=""-10.0"" />
              </Position>
            </ControlPoint>
            <ControlPoint time=""9.7"" weight=""1.0"">
              <Position>
                <RelativeLanePosition dLane=""-1"" ds=""180"" entityRef=""Target"" offset=""1.535"" />
              </Position>
            </ControlPoint>
            <ControlPoint time=""12.2"" weight=""1.0"">
              <Position>
                <RelativeLanePosition dLane=""-1"" ds=""220"" entityRef=""Target"" offset=""0.0"" />
              </Position>
            </ControlPoint>
            <Knot value=""0.0"" />
            <Knot value=""0.0"" />
            <Knot value=""0.0"" />
            <Knot value=""0.3333"" />
            <Knot value=""0.6667"" />
            <Knot value=""1.0"" />
            <Knot value=""1.0"" />
            <Knot value=""1.0"" />
          </Nurbs>
        </Shape>
      </Trajectory>
      <TimeReference>
        <Timing domainAbsoluteRelative=""relative"" offset=""0"" scale=""1"" />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
moves to point 0m in lane 0. based on $owner,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""$owner"" dLane=""0"" ds=""0"">
        <Orientation type=""relative"" h=""0.0"" p=""0.0"" r=""0.0"" />
      </RelativeLanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
changes the speed linearly to ${$InitialSpeed ​​+ 10}m/s over 3.0 seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""3.0"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${$InitialSpeed + 10}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to the left lane of Ego.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""cubic"" value=""3.5"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Ego"" value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to Ego’s lane.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""cubic"" value=""2.5"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Ego"" value=""0"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the -1st lane of road 0 (s=$_Ego_syncS). its driving speed with the absolute speed $_GVT_speedm/s so that it reaches the 1st lane of road 0 (s=$_GVT_syncS).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <LanePosition roadId=""0"" laneId=""-1"" s=""$_Ego_syncS"" />
    </TargetPositionMaster>
    <TargetPosition>
      <LanePosition roadId=""0"" laneId=""1"" s=""$_GVT_syncS"" offset=""$GVT_latDist"">
        <Orientation h=""${pi}"" />
      </LanePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_GVT_speed"">
        <TargetTimeSteadyState time=""${$startupTime/2}"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
performs a routing maneuver that strictly follows the designated trajectory ('$Trajectory_catalogEntry') defined in the catalog (FollowTrajectory).,"<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
      <TrajectoryRef>
        <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""$Trajectory_catalogEntry"" />
      </TrajectoryRef>
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
changes the speed to $_GVT_speedm/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsDimension=""time"" dynamicsShape=""step"" value=""0"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""$_GVT_speed"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the trajectory 'Ego_CxTx' (s=$_Ego_syncS). its driving speed with the absolute speed $_Target_finalSpeedm/s to reach the trajectory 'Target_straightAcross' (s=$_Target_syncS).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <TrajectoryPosition s=""$_Ego_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Ego_CxTx"">
            <ParameterAssignments>
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa1}"" parameterRef=""kappa1"" />
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa2}"" parameterRef=""kappa2"" />
              <ParameterAssignment value=""$_Trajectory_clothoidLength"" parameterRef=""clothoidLength"" />
              <ParameterAssignment value=""$_Trajectory_arcLength"" parameterRef=""arcLength"" />
              <ParameterAssignment value=""$_Ego_initS"" parameterRef=""start_s"" />
              <ParameterAssignment value=""$_Trajectory_straightLength"" parameterRef=""straight_length"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""$_Target_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Target_straightAcross"">
                          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_Target_finalSpeed"">
        <TargetDistanceSteadyState distance=""$Target_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
maintains $GVT_headwaym distance from Ego.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction freespace=""true"" continuous=""false"" entityRef=""Ego"" distance=""$GVT_headway"" displacement=""leadingReferencedEntity"" coordinateSystem=""entity"" />
  </LongitudinalAction>
</PrivateAction>"
changes the speed to ${$_GVT_final_speed}m/s linearly at a rate of $GVT_decelerationm/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsDimension=""rate"" dynamicsShape=""linear"" value=""$GVT_deceleration"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${$_GVT_final_speed}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Farside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBQ-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Farside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAQ-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
changes the speed linearly to $_VRU_finalSpeedm/s over ${2*$VRU_accelerationDist/$_VRU_finalSpeed} seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsDimension=""time"" dynamicsShape=""linear"" value=""${2*$VRU_accelerationDist/$_VRU_finalSpeed}"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""$_VRU_finalSpeed"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Nearside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBM-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Nearside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAM-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Nearside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBE-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Nearside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAE-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
sets at the point when the master object (Ego) reaches the -1 lane of road 0 (s=${$_VRU_initS-$_Ego_frontBumperLon-$VRU_width/2}). its absolute speed to reach the trajectory 'VRU_CPx' (s=${$VRU_initLatDist+$_Ego_impactPointOffset-$VRU_collisionPointOffset}). Synchronize the driving speed with $_VRU_finalSpeedm/s.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <LanePosition roadId=""0"" laneId=""-1"" s=""${$_VRU_initS-$_Ego_frontBumperLon-$VRU_width/2}"" />
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""${$VRU_initLatDist+$_Ego_impactPointOffset-$VRU_collisionPointOffset}"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""VRU_CPx"">
            <ParameterAssignments>
              <ParameterAssignment value=""$_VRU_initS"" parameterRef=""VRU_initS"" />
              <ParameterAssignment value=""${-$VRU_initLatDist}"" parameterRef=""VRU_latDist"" />
              <ParameterAssignment value=""$VRU_trajectoryOrientation"" parameterRef=""trajectoryOrientation"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""${$VRU_initLatDist-$VRU_accelerationDist}"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the trajectory 'Ego_CPRx' (s=$_Ego_syncS). its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the trajectory 'VRU_CPRx' (s=${$VRU_collisionDist-$VRU_collisionPointOffset}).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <TrajectoryPosition s=""$_Ego_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Ego_CPRx"">
            <ParameterAssignments>
              <ParameterAssignment parameterRef=""start_S"" value=""${$collisionPoint_S+$Ego_initDist}"" />
              <ParameterAssignment parameterRef=""roadID"" value=""0"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""${$VRU_collisionDist-$VRU_collisionPointOffset}"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""VRU_CPRx"">
            <ParameterAssignments>
              <ParameterAssignment parameterRef=""start_t"" value=""${-1*$VRU_collisionDist}"" />
              <ParameterAssignment parameterRef=""start_s"" value=""$collisionPoint_S"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$_VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the trajectory 'Ego_CxTx' (s=$_Ego_syncS). its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the trajectory 'VRU_CxTfx' (s=$_VRU_syncS).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <TrajectoryPosition s=""$_Ego_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Ego_CxTx"">
            <ParameterAssignments>
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa1}"" parameterRef=""kappa1"" />
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa2}"" parameterRef=""kappa2"" />
              <ParameterAssignment value=""$_Trajectory_clothoidLength"" parameterRef=""clothoidLength"" />
              <ParameterAssignment value=""$_Trajectory_arcLength"" parameterRef=""arcLength"" />
              <ParameterAssignment value=""$_Ego_initS"" parameterRef=""start_s"" />
              <ParameterAssignment value=""$_Trajectory_straightLength"" parameterRef=""straight_length"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""$_VRU_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""VRU_CxTfx"">
            <ParameterAssignments>
              <ParameterAssignment value=""$Road_laneWidth"" parameterRef=""laneWidth"" />
              <ParameterAssignment value=""$Road_armLength"" parameterRef=""armLength"" />
              <ParameterAssignment value=""$Road_radius"" parameterRef=""roadRadius"" />
              <ParameterAssignment value=""$_Trajectory_tStart"" parameterRef=""tStart"" />
              <ParameterAssignment value=""${$VRU_centerlineOffset*$Ego_turningDirection}"" parameterRef=""centerlineOffset"" />
              <ParameterAssignment value=""$VRU_trajectoryDirection"" parameterRef=""trajectoryOrientation"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$_VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Farside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBQ-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Farside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAQ-$_collisionPoint_impactPointOffset-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
changes the speed linearly to $_Target_final_speedm/s over ${2*$Target_accelerationDist/$_Target_final_speed} seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsDimension=""time"" dynamicsShape=""linear"" value=""${2*$Target_accelerationDist/$_Target_final_speed}"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""$_Target_final_speed"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
turns on the vehicle's low beam.,"<PrivateAction>
  <AppearanceAction>
    <LightStateAction>
      <LightType>
        <VehicleLight vehicleLightType=""lowBeam"" />
      </LightType>
      <LightState mode=""on"" />
    </LightStateAction>
  </AppearanceAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Nearside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBE-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Nearside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAE+$_collisionPoint_impactPointOffset-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the path 'Ego_Intersection'. its driving speed with the absolute speed $_VRU_finalSpeedm/s to reach the path 'VRU_Intersection_Nearside'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""Ego_Intersection"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointBM-$_Ego_frontBumperLon}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RouteCatalog"" entryName=""VRU_Intersection_Nearside"" />
        </RouteRef>
        <InRoutePosition>
          <FromRoadCoordinates t=""0"" pathS=""${$_Road_collisionPointAM+$_collisionPoint_impactPointOffset-$VRU_collisionPointOffset}"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""$VRU_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the trajectory 'Ego_CxCscp' (s=$_Ego_syncS). its driving speed with the absolute speed $_Target_final_speedm/s to reach the trajectory '$Target_trajectory' (s=$_Target_syncS).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <TrajectoryPosition s=""$_Ego_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Ego_CxCscp"" />
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""$_Target_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""$Target_trajectory"" />
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_Target_final_speed"">
        <TargetTimeSteadyState time=""$Target_steadyStateTTC"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the trajectory 'Ego_CxTx' (s=$_Ego_syncS). its driving speed with the absolute speed $_Target_finalSpeedm/s to reach the trajectory 'Target_straightAcross' (s=$_Target_syncS).,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <TrajectoryPosition s=""$_Ego_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Ego_CxTx"">
            <ParameterAssignments>
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa1}"" parameterRef=""kappa1"" />
              <ParameterAssignment value=""${$Ego_turningDirection*$_Trajectory_kappa2}"" parameterRef=""kappa2"" />
              <ParameterAssignment value=""$_Trajectory_clothoidLength"" parameterRef=""clothoidLength"" />
              <ParameterAssignment value=""$_Trajectory_arcLength"" parameterRef=""arcLength"" />
              <ParameterAssignment value=""$_Ego_initS"" parameterRef=""start_s"" />
              <ParameterAssignment value=""$_Trajectory_straightLength"" parameterRef=""straight_length"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""$_Target_syncS"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""Target_straightAcross"" />
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_Target_finalSpeed"">
        <TargetDistanceSteadyState distance=""$Target_steadyStateDist"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
flashes the left turn signal of the vehicle.,"<PrivateAction>
  <AppearanceAction>
    <LightStateAction>
      <LightType>
        <VehicleLight vehicleLightType=""indicatorLeft"" />
      </LightType>
      <LightState mode=""flashing"" />
    </LightStateAction>
  </AppearanceAction>
</PrivateAction>"
performs the operation to turn off the left turn signal of the vehicle.,"<PrivateAction>
  <AppearanceAction>
    <LightStateAction>
      <LightType>
        <VehicleLight vehicleLightType=""indicatorLeft"" />
      </LightType>
      <LightState mode=""off"" />
    </LightStateAction>
  </AppearanceAction>
</PrivateAction>"
maintains $_Target_headwaym distance from Ego.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction freespace=""true"" continuous=""false"" entityRef=""Ego"" distance=""$_Target_headway"" displacement=""leadingReferencedEntity"" coordinateSystem=""entity"" />
  </LongitudinalAction>
</PrivateAction>"
changes the speed to ${$_Target_final_speed}m/s linearly at a rate of $Target_decelerationm/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsDimension=""rate"" dynamicsShape=""linear"" value=""$Target_deceleration"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${$_Target_final_speed}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
sets at the point when the master object (Ego) reaches the -1st lane of road 0 (s=${$VRU_initS-$_Ego_frontBumperLon-$VRU_width/2}). its absolute speed to reach the trajectory 'VRU_CPx' (s=${$VRU_initLatDist+$_Ego_impactPointOffset-$VRU_collisionPointOffset}). Synchronize the driving speed with $_VRU_finalSpeedm/s.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"">
    <TargetPositionMaster>
      <LanePosition roadId=""0"" laneId=""-1"" s=""${$VRU_initS-$_Ego_frontBumperLon-$VRU_width/2}"" />
    </TargetPositionMaster>
    <TargetPosition>
      <TrajectoryPosition s=""${$VRU_initLatDist+$_Ego_impactPointOffset-$VRU_collisionPointOffset}"">
        <TrajectoryRef>
          <CatalogReference catalogName=""TrajectoryCatalog"" entryName=""VRU_CPx"">
            <ParameterAssignments>
              <ParameterAssignment value=""$VRU_initS"" parameterRef=""VRU_initS"" />
              <ParameterAssignment value=""${-$VRU_initLatDist}"" parameterRef=""VRU_latDist"" />
              <ParameterAssignment value=""$VRU_trajectoryOrientation"" parameterRef=""trajectoryOrientation"" />
            </ParameterAssignments>
          </CatalogReference>
        </TrajectoryRef>
      </TrajectoryPosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$_VRU_finalSpeed"">
        <TargetDistanceSteadyState distance=""${$VRU_initLatDist-$VRU_accelerationDist}"" />
      </AbsoluteSpeed>
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
changes the speed to 8m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""15.0"" dynamicsDimension=""distance"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""8"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
"moves near the reference object coordinates (dx:0.0, dy:0.0).","<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeObjectPosition entityRef=""__pedestrianPedestrian"" dx=""0.0"" dy=""0.0"" dz=""0.0"">
        <Orientation h=""2.0"" p=""0.0"" r=""0.0"" />
      </RelativeObjectPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
changes the speed to 6m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""15.0"" dynamicsDimension=""distance"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""6"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
